start_of_poss,percent_of_initial_attempts,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_shots_2pt_jumpers,fg_percent_2pt_jumpers,percent_shots_3pt,fg_percent_3pt,season,team
"Rebound, 0-10 s",0.19399999999999998,0.603,0.387,0.735,0.272,0.402,0.341,0.408,2019-20,Illinois
"Rebound, 11-30 s",0.19899999999999998,0.48100000000000004,0.285,0.614,0.36200000000000004,0.375,0.353,0.321,2019-20,Illinois
"Opp score, 0-10 s",0.040999999999999995,0.609,0.547,0.7140000000000001,0.203,0.385,0.25,0.375,2019-20,Illinois
"Opp score, 11-30 s",0.375,0.425,0.276,0.578,0.39299999999999996,0.376,0.331,0.23800000000000002,2019-20,Illinois
"Steal, 0-10 s",0.035,0.574,0.611,0.818,0.185,0.1,0.204,0.182,2019-20,Illinois
"Steal, 11-30 s",0.013999999999999999,0.429,0.28600000000000003,0.5,0.381,0.375,0.33299999999999996,0.28600000000000003,2019-20,Illinois
Transition,0.27,0.6,0.44,0.746,0.25,0.371,0.31,0.385,2019-20,Illinois
