name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Tony Lewis,18,0.191,0.204,0.588,0.018000000000000002,0.055999999999999994,1,2018-19
Elijah Schmidt,16,0.16,0.153,0.6,0.023,0,0,2018-19
Jashawn Talton,15,0.188,0.217,0.667,0,0,NA,2018-19
Kareem South,14,0.113,0.145,0.727,0.022000000000000002,0.02,0.33299999999999996,2018-19
Myles Smith,4,0.094,0.16699999999999998,0.667,0.022000000000000002,0,0,2018-19
Irshaad Hunte,4,0.057999999999999996,0.073,0.75,0,0,NA,2018-19
Emmanuel Toney,4,0.034,0.022000000000000002,0.33299999999999996,0,0,NA,2018-19
Jalon Clark,3,0.077,0.11800000000000001,1,0.045,0,0,2018-19
Jake Babic,2,0.087,0.067,0.5,0,0,NA,2018-19
Tre Gray,1,0.019,0.033,1,0,0,NA,2018-19
Total,81,0.109,0.125,0.644,0.013999999999999999,0.01,0.28600000000000003,2018-19
