name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Ricky Doyle,24,0.172,0.184,0.818,0.228,0.28,0.5379999999999999,2014-15
Max Bielfeldt,20,0.25,0.3,0.857,0.183,0.265,0.6920000000000001,2014-15
Aubrey Dawkins,10,0.138,0.14300000000000002,0.75,0.128,0.133,0.4,2014-15
Kameron Chatman,9,0.111,0.25,1,0.092,0.083,0.28600000000000003,2014-15
Mark Donnal,8,0.15,0.071,0.33299999999999996,0.179,0.28600000000000003,0.8,2014-15
Zak Irvin,3,0.013999999999999999,0.026000000000000002,1,0.008,0,0,2014-15
Caris LeVert,2,0.054000000000000006,0.071,1,0,0,NA,2014-15
Walton Derrick,2,0,0,NA,0.034,0.133,1,2014-15
Muhammad-Ali Abdur-Rahkman,2,0.024,0.038,1,0,0,NA,2014-15
D.J. Wilson,1,0.5,1,1,0,NA,NA,2014-15
Total,81,0.086,0.10800000000000001,0.812,0.07,0.107,0.565,2014-15
