start_of_poss,percent_of_initial_attempts,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_shots_2pt_jumpers,fg_percent_2pt_jumpers,percent_shots_3pt,fg_percent_3pt,season
"Rebound, 0-10 s",0.171,0.606,0.44799999999999995,0.759,0.196,0.34700000000000003,0.35600000000000004,0.371,2019-20
"Rebound, 11-30 s",0.21,0.5329999999999999,0.40399999999999997,0.589,0.287,0.466,0.309,0.34700000000000003,2019-20
"Score, 0-10 s",0.057999999999999996,0.5589999999999999,0.682,0.7070000000000001,0.11800000000000001,0.2,0.2,0.17600000000000002,2019-20
"Score, 11-30 s",0.389,0.546,0.418,0.634,0.251,0.413,0.33,0.35600000000000004,2019-20
"Steal, 0-10 s",0.035,0.725,0.725,0.757,0.02,0,0.255,0.462,2019-20
"Steal, 11-30 s",0.017,0.56,0.36,0.556,0.24,0.5,0.4,0.4,2019-20
Transition,0.264,0.611,0.536,0.7440000000000001,0.155,0.317,0.308,0.353,2019-20
