shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.289,0.54,0.14,0.628,2014-15
2pt Jumpers,0.37799999999999995,0.374,0.08199999999999999,0.40700000000000003,2014-15
3pt Shots,0.33299999999999996,0.371,0.004,0.37200000000000005,2014-15
