name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Zach Braxton,20,0.161,0.15,0.632,0.023,0.053,1,2018-19
Dima Zdor,7,0.26899999999999996,0.316,0.857,0,0,NA,2018-19
Jerrick Harding,6,0.019,0.03,1,0.017,0.02,0.5,2018-19
Brekkott Chapman,4,0.045,0.067,1,0.013000000000000001,0,0,2018-19
Israel Barnes,4,0.051,0.059000000000000004,0.667,0.023,0.083,1,2018-19
Cody John,4,0.022000000000000002,0.033,1,0.008,0.02,1,2018-19
Michal Kozak,3,0.036000000000000004,0.051,1,0.045,0,0,2018-19
Ricky Nelson,1,0,0,NA,0.053,0.125,1,2018-19
Donatas Kupsas,1,0.077,0.14300000000000002,1,0,0,NA,2018-19
Total,50,0.057999999999999996,0.07200000000000001,0.78,0.015,0.022000000000000002,0.625,2018-19
