name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Oshae Brissett,33,0.16699999999999998,0.135,0.444,0.05,0.071,0.4,2018-19
Paschal Chukwu,17,0.242,0.204,0.667,0.33299999999999996,NA,0,2018-19
Bourama Sidibe,11,0.314,0.25,0.364,0,0,NA,2018-19
Marek Dolezaj,7,0.171,0.2,0.857,0,0,NA,2018-19
Tyus Battle,6,0.044000000000000004,0.054000000000000006,0.8,0.005,0,0,2018-19
Buddy Boeheim,4,0.25,0.375,0.75,0,0,NA,2018-19
Elijah Hughes,4,0.037000000000000005,0.038,0.667,0,0,NA,2018-19
Jalen Carey,2,0.053,0,0,0,0,NA,2018-19
Robert Braswell,1,0,0,NA,0.2,0,0,2018-19
Total,85,0.13,0.11699999999999999,0.5539999999999999,0.017,0.011000000000000001,0.222,2018-19
