name,fga,ts_percent,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_assisted_at_rim,percent_shots_2pt_j,fg_percent_2pt_jumpers,percent_assisted_2pt_j,percent_of_shots_3pt,x3fg_percent,percent_assisted_3s,fta_fga,ft_percent,season
Camren Wynter,432,0.525,0.495,0.289,0.6,0.33299999999999996,0.424,0.39899999999999997,0.17800000000000002,0.287,0.355,0.636,0.294,0.701,2019-20
Zach Walton,359,0.505,0.478,0.426,0.614,0.532,0.16399999999999998,0.322,0.316,0.409,0.265,0.769,0.23399999999999999,0.7140000000000001,2019-20
James Butler,334,0.555,0.534,0.542,0.613,0.586,0.44,0.429,0.667,0.018000000000000002,0.5,1,0.371,0.637,2019-20
Sam Green,152,0.522,0.52,0.158,0.667,0.375,0.184,0.214,0.33299999999999996,0.6579999999999999,0.38,1,0.086,0.5379999999999999,2019-20
Mate Okros,137,0.606,0.588,0.19699999999999998,0.556,0.6,0.08,0.364,0.25,0.723,0.414,0.951,0.175,0.792,2019-20
Coletrane  Washington,134,0.598,0.593,0.075,0.5,0.2,0.19399999999999998,0.385,0.3,0.731,0.439,0.86,0.09,0.667,2019-20
Matey Juric,129,0.551,0.5,0.287,0.541,0.35,0.10099999999999999,0.308,0.25,0.612,0.342,0.889,0.457,0.746,2019-20
T.J. Bickerstaff,121,0.517,0.42100000000000004,0.612,0.568,0.429,0.264,0.281,0.444,0.124,0,NA,0.57,0.826,2019-20
Tadas Kararinas,22,0.503,0.455,0.545,0.5,0.33299999999999996,0.182,0.25,0,0.273,0.33299999999999996,1,0.273,0.833,2019-20
Tim Perry,20,0.32999999999999996,0.35,0.5,0.4,0.75,0.5,0.3,0,0,NA,NA,0.45,0.222,2019-20
Jarvis Doles,15,0.304,0.3,0,NA,NA,0.2,0,NA,0.8,0.25,1,0.2,0.33299999999999996,2019-20
Kurk Lee,5,0.3,0.3,0.2,0,NA,0,NA,NA,0.8,0.25,1,0,NA,2019-20
Total,1861,0.533,0.506,0.35100000000000003,0.593,0.479,0.27699999999999997,0.37200000000000005,0.375,0.371,0.349,0.851,0.285,0.7,2019-20
