name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Branden Dawson,41,0.17600000000000002,0.16,0.667,0.065,0.105,0.545,2014-15,MichiganSt.
Matt Costello,23,0.152,0.14,0.619,0.042,0.059000000000000004,0.5,2014-15,MichiganSt.
Gavin Schilling,23,0.171,0.158,0.5710000000000001,0.111,0.33299999999999996,1,2014-15,MichiganSt.
Clark Marvin,7,0.132,0.125,0.7140000000000001,0,0,NA,2014-15,MichiganSt.
Denzel Valentine,5,0.03,0.024,0.5,0.008,0.019,1,2014-15,MichiganSt.
Colby Wollenman,5,0.263,0.28600000000000003,0.8,0,0,NA,2014-15,MichiganSt.
Travis Trice,3,0.011000000000000001,0.02,1,0.013000000000000001,0.019,0.5,2014-15,MichiganSt.
Javon Bess,3,0.214,0.28600000000000003,0.667,0,0,NA,2014-15,MichiganSt.
Bryn Forbes,1,0.038,0,0,0,0,NA,2014-15,MichiganSt.
Total,111,0.121,0.121,0.637,0.027000000000000003,0.046,0.611,2014-15,MichiganSt.
