shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.24,0.7020000000000001,0.057999999999999996,0.745,2018-19
2pt Jumpers,0.353,0.36200000000000004,0.064,0.387,2018-19
3pt Shots,0.40700000000000003,0.336,0.011000000000000001,0.34,2018-19
