name,fga,ts_percent,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_assisted_at_rim,percent_shots_2pt_j,fg_percent_2pt_jumpers,percent_assisted_2pt_j,percent_of_shots_3pt,x3fg_percent,percent_assisted_3s,fta_fga,ft_percent,season,team
Trey Davis,470,0.544,0.48,0.27699999999999997,0.47700000000000004,0.258,0.24,0.345,0.33299999999999996,0.483,0.366,0.8190000000000001,0.36,0.8759999999999999,2015-16,Massachusetts
Donte Clark,384,0.548,0.49200000000000005,0.344,0.583,0.442,0.18,0.275,0.42100000000000004,0.47700000000000004,0.33899999999999997,0.887,0.479,0.755,2015-16,Massachusetts
Jabarie Hinds,382,0.546,0.521,0.387,0.581,0.29100000000000004,0.272,0.39399999999999996,0.146,0.34,0.369,0.667,0.228,0.736,2015-16,Massachusetts
Antwan Space,149,0.40800000000000003,0.39899999999999997,0.389,0.586,0.529,0.342,0.235,0.41700000000000004,0.268,0.225,0.778,0.302,0.444,2015-16,Massachusetts
Seth Berger,125,0.5660000000000001,0.56,0.544,0.618,0.643,0.11199999999999999,0.5,0.429,0.344,0.326,1,0.304,0.579,2015-16,Massachusetts
Rashaan Holloway,111.00000000000001,0.559,0.595,0.91,0.634,0.6409999999999999,0.09,0.2,1,0,NA,NA,0.523,0.397,2015-16,Massachusetts
Zach Coleman,106,0.406,0.363,0.33,0.5429999999999999,0.368,0.226,0.25,0.667,0.44299999999999995,0.191,1,0.509,0.556,2015-16,Massachusetts
C.J. Anderson,102,0.47000000000000003,0.41700000000000004,0.363,0.568,0.33299999999999996,0.294,0.267,0.375,0.34299999999999997,0.257,0.889,0.353,0.75,2015-16,Massachusetts
Tyler Bergantino,53,0.64,0.66,0.8490000000000001,0.711,0.625,0.151,0.375,1,0,NA,NA,0.28300000000000003,0.467,2015-16,Massachusetts
Malik Hines,13,0.506,0.462,0.9229999999999999,0.41700000000000004,0.6,0.077,1,1,0,NA,NA,0.615,0.625,2015-16,Massachusetts
Zach Turcotte,5,0.4,0.4,0.4,0.5,1,0.2,1,1,0.4,0,NA,0,NA,2015-16,Massachusetts
Rayshawn Miller,3,0.33299999999999996,0.33299999999999996,0.33299999999999996,1,1,0,NA,NA,0.667,0,NA,0,NA,2015-16,Massachusetts
Total,1903,0.527,0.491,0.40399999999999997,0.5770000000000001,0.45,0.223,0.327,0.353,0.373,0.33,0.825,0.365,0.6990000000000001,2015-16,Massachusetts
