name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Milija Cosic,26,0.226,0.23199999999999998,0.542,0.04,0.111,1,2017-18,St.FrancisBrooklyn
Darelle Porter,13,0.22699999999999998,0.233,0.7,0.047,0.069,0.667,2017-18,St.FrancisBrooklyn
Jagos Lasic,12,0.268,0.364,0.727,0.038,0,0,2017-18,St.FrancisBrooklyn
Joshua Nurse,12,0.387,0.615,0.667,0,0,NA,2017-18,St.FrancisBrooklyn
Cori Johnson,10,0.45,0.4,0.444,0.053,0.25,1,2017-18,St.FrancisBrooklyn
Rasheem Dunn,7,0.038,0.048,0.667,0.01,0,0,2017-18,St.FrancisBrooklyn
Glenn Sanabria,7,0.078,0.075,0.5,0.024,0,0,2017-18,St.FrancisBrooklyn
Josh Nicholas,5,0.10800000000000001,0.1,0.5,0.028999999999999998,0,0,2017-18,St.FrancisBrooklyn
Jalen Jordan,4,0.091,0.115,0.75,0,0,NA,2017-18,St.FrancisBrooklyn
Gunnar Olafsson,2,0.05,0.08,1,0,0,NA,2017-18,St.FrancisBrooklyn
Chauncey Hawkins,2,0.017,0.04,1,0,0,NA,2017-18,St.FrancisBrooklyn
Yaradyah Evans,2,0.125,0.2,1,0,NA,NA,2017-18,St.FrancisBrooklyn
Total,102,0.134,0.155,0.622,0.021,0.026000000000000002,0.444,2017-18,St.FrancisBrooklyn
