name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Mike Thorne,34,0.24600000000000002,0.276,0.75,0.044000000000000004,0,0,2014-15
Willie Clayton,29,0.191,0.16699999999999998,0.556,0.071,0,0,2014-15
Terrence Williams,8,0.073,0.085,0.667,0.02,0,0,2014-15
Torin Dorn,8,0.048,0.040999999999999995,0.6,0.027999999999999997,0.022000000000000002,0.33299999999999996,2014-15
Pierria Henry,7,0.048,0.053,0.6,0,0,NA,2014-15
Braxton Ogbueze,6,0.027000000000000003,0.053,1,0.046,0.10300000000000001,0.75,2014-15
Keyshawn Woods,4,0.055999999999999994,0.091,1,0.023,0.025,0.5,2014-15
Bernard Sullivan,3,0.067,0.059000000000000004,0.5,0.053,0,0,2014-15
Cameron Blakley,1,0.25,0,0,0,0,NA,2014-15
Total,100,0.11699999999999999,0.122,0.649,0.03,0.02,0.25,2014-15
