shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.35,0.525,0.154,0.621,2012-13,N.C.A&T
2pt Jumpers,0.26899999999999996,0.308,0.09300000000000001,0.34,2012-13,N.C.A&T
3pt Shots,0.381,0.321,0.012,0.325,2012-13,N.C.A&T
