shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.309,0.57,0.113,0.642,2016-17,ColoradoSt.
2pt Jumpers,0.28600000000000003,0.358,0.07,0.384,2016-17,ColoradoSt.
3pt Shots,0.406,0.317,0.008,0.32,2016-17,ColoradoSt.
