name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Egor Koulechov,20,0.136,0.11800000000000001,0.5710000000000001,0.07200000000000001,0.037000000000000005,0.16699999999999998,2015-16,Rice
Marquez Letcher-Ellis,16,0.091,0.081,0.636,0.096,0.125,0.4,2015-16,Rice
Andrew Drone,11,0.076,0.069,0.667,0.057,0.1,0.5,2015-16,Rice
Marcus Evans,8,0.048,0.053,0.75,0,0,NA,2015-16,Rice
Bishop Mency,5,0.091,0.133,1,0.214,0.33299999999999996,0.33299999999999996,2015-16,Rice
Connor Cashaw,4,0.083,0.115,1,0.013999999999999999,0,0,2015-16,Rice
Max Guercy,2,0.022000000000000002,0.042,1,0.019,0,0,2015-16,Rice
Oliver Xu,1,0.5,NA,0,0,0,NA,2015-16,Rice
Amir Smith,1,0,0,NA,0.2,0.5,1,2015-16,Rice
Total,68,0.078,0.077,0.6729999999999999,0.042,0.038,0.316,2015-16,Rice
