shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.252,0.733,0.076,0.7929999999999999,2017-18,IowaSt.
2pt Jumpers,0.35100000000000003,0.35,0.129,0.402,2017-18,IowaSt.
3pt Shots,0.397,0.33899999999999997,0.005,0.341,2017-18,IowaSt.
