name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Nnanna Egwu,40,0.465,0.37799999999999995,0.515,0.047,0.02,0.14300000000000002,2013-14,Illinois
Jon Ekey,24,0.457,0.5,0.619,0.11800000000000001,0.16699999999999998,0.5,2013-14,Illinois
Joseph Bertrand,16,0.16699999999999998,0.212,0.917,0.036000000000000004,0.049,0.5,2013-14,Illinois
Rayvonte Rice,15,0.059000000000000004,0.055999999999999994,0.6,0.033,0.026000000000000002,0.25,2013-14,Illinois
Maverick Morgan,9,0.385,0.3,0.6,0.174,0.182,0.5,2013-14,Illinois
Austin Colbert,5,0.154,0.111,0.5,0.3,0.75,1,2013-14,Illinois
Malcolm Hill,4,0.15,0.133,0.667,0.018000000000000002,0,0,2013-14,Illinois
Kendrick Nunn,2,0.054000000000000006,0.038,0.5,0,0,NA,2013-14,Illinois
Tracy Abrams,1,0.011000000000000001,0,0,0,0,NA,2013-14,Illinois
Total,116,0.16,0.157,0.607,0.035,0.040999999999999995,0.4,2013-14,Illinois
