name,fga,ts_percent,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_assisted_at_rim,percent_shots_2pt_j,fg_percent_2pt_jumpers,percent_assisted_2pt_j,percent_of_shots_3pt,x3fg_percent,percent_assisted_3s,fta_fga,ft_percent,season
Chris Cokley,376,0.621,0.5820000000000001,0.622,0.6579999999999999,0.623,0.37200000000000005,0.46399999999999997,0.662,0.005,0,NA,0.33799999999999997,0.8190000000000001,2017-18
Zack Bryant,355,0.541,0.499,0.479,0.588,0.22,0.256,0.35200000000000004,0.21899999999999997,0.265,0.319,0.767,0.35200000000000004,0.752,2017-18
William Lee,271,0.583,0.574,0.28800000000000003,0.821,0.625,0.303,0.439,0.8059999999999999,0.41,0.33299999999999996,1,0.188,0.647,2017-18
Nate Darling,239,0.63,0.605,0.305,0.616,0.35600000000000004,0.071,0.47100000000000003,0.375,0.623,0.409,0.9670000000000001,0.222,0.83,2017-18
Nick Norton,213,0.522,0.495,0.16,0.529,0.16699999999999998,0.136,0.379,0.091,0.7040000000000001,0.34,0.804,0.16899999999999998,0.8059999999999999,2017-18
Jalen Perry,196,0.53,0.48700000000000004,0.311,0.541,0.424,0.21899999999999997,0.37200000000000005,0.43799999999999994,0.469,0.337,0.903,0.38799999999999996,0.7240000000000001,2017-18
Lewis Sullivan,166,0.606,0.584,0.6629999999999999,0.6729999999999999,0.527,0.24100000000000002,0.425,0.588,0.096,0.25,1,0.386,0.688,2017-18
Makhtar Gueye,61,0.532,0.516,0.361,0.818,0.778,0.262,0.375,0.33299999999999996,0.377,0.217,1,0.19699999999999998,0.667,2017-18
Deion Lavender,40,0.556,0.55,0.575,0.7390000000000001,0.41200000000000003,0.375,0.33299999999999996,0.2,0.05,0,NA,0.45,0.556,2017-18
Thomas Smallwood,17,0.362,0.324,0.353,0.16699999999999998,1,0.294,0,NA,0.353,0.5,1,0.11800000000000001,1,2017-18
Hunter Reynolds,3,1.167,1.167,0,NA,NA,0.667,1,1,0.33299999999999996,1,1,0,NA,2017-18
Anderson McCoy,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
Total,1937,0.5750000000000001,0.545,0.419,0.6459999999999999,0.48100000000000004,0.248,0.41200000000000003,0.53,0.33399999999999996,0.345,0.9009999999999999,0.29100000000000004,0.75,2017-18
