shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.38299999999999995,0.512,0.17800000000000002,0.624,2014-15,OklahomaSt.
2pt Jumpers,0.295,0.33,0.075,0.35700000000000004,2014-15,OklahomaSt.
3pt Shots,0.322,0.34,0.009000000000000001,0.34299999999999997,2014-15,OklahomaSt.
