name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Fatodd Lewis,29,0.2,0.214,0.7140000000000001,0.062,0.078,0.5,2017-18
Jailen Gill,26,0.312,0.33299999999999996,0.8,0.10300000000000001,0.077,0.33299999999999996,2017-18
Terrence Parker,18,0.23399999999999999,0.19,0.5329999999999999,0.068,0,0,2017-18
Dominique Williams,8,0.106,0.091,0.6,0.054000000000000006,0.048,0.33299999999999996,2017-18
Mike Fofana,8,0.156,0.067,0.2,0.06,0.05,0.33299999999999996,2017-18
Darius Thompson,4,0.057999999999999996,0.033,0.33299999999999996,0.026000000000000002,0,0,2017-18
Parrish Hewitt,3,0.047,0.071,1,0.05,0,0,2017-18
Matthew Butler,2,0,0,NA,0.013999999999999999,0.018000000000000002,0.5,2017-18
Delfincko Bogan,2,0.019,0.026000000000000002,1,0.013999999999999999,0,0,2017-18
Kahari Beaufort,1,0.071,0.091,1,0,0,NA,2017-18
Total,101,0.13699999999999998,0.136,0.6579999999999999,0.045,0.037000000000000005,0.321,2017-18
