shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.355,0.568,0.12,0.6459999999999999,2018-19,Radford
2pt Jumpers,0.198,0.409,0.055999999999999994,0.434,2018-19,Radford
3pt Shots,0.447,0.33899999999999997,0.004,0.34,2018-19,Radford
