name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Horace Spencer,35,0.34700000000000003,0.36200000000000004,0.68,0.18899999999999997,0.25,0.4,2018-19,Auburn
Austin Wiley,22,0.262,0.214,0.5710000000000001,0.02,0,0,2018-19,Auburn
Chuma Okeke,22,0.14300000000000002,0.16,0.789,0.047,0,0,2018-19,Auburn
Anfernee McLemore,15,0.157,0.138,0.615,0.071,0,0,2018-19,Auburn
Malik Dunbar,11,0.12300000000000001,0.08900000000000001,0.5,0.087,0.2,0.5,2018-19,Auburn
Bryce Brown,8,0.028999999999999998,0,0,0.037000000000000005,0.059000000000000004,0.5,2018-19,Auburn
Samir Doughty,6,0.046,0.062,0.75,0.048,0,0,2018-19,Auburn
Danjel Purifoy,4,0.095,0.077,0.5,0.14300000000000002,0.25,0.5,2018-19,Auburn
J'Von McCormick,3,0.015,0.026000000000000002,1,0.061,0.071,0.5,2018-19,Auburn
Jared Harper,2,0,0,NA,0.019,0,0,2018-19,Auburn
Preston Cook,1,0.25,0.5,1,NA,NA,NA,2018-19,Auburn
Total,129,0.115,0.11900000000000001,0.6459999999999999,0.065,0.066,0.308,2018-19,Auburn
