shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.376,0.63,0.081,0.685,2012-13
2pt Jumpers,0.37799999999999995,0.38299999999999995,0.07200000000000001,0.413,2012-13
3pt Shots,0.24600000000000002,0.302,0.019,0.308,2012-13
