name,fga,ts_percent,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_assisted_at_rim,percent_shots_2pt_j,fg_percent_2pt_jumpers,percent_assisted_2pt_j,percent_of_shots_3pt,x3fg_percent,percent_assisted_3s,fta_fga,ft_percent,season
Alex Hamilton,412,0.589,0.539,0.532,0.667,0.12300000000000001,0.20600000000000002,0.32899999999999996,0.107,0.262,0.29600000000000004,0.625,0.655,0.711,2015-16
Erik McCree,365,0.543,0.503,0.321,0.581,0.47100000000000003,0.31,0.39799999999999996,0.4,0.37,0.348,0.851,0.4,0.7190000000000001,2015-16
Dayon Griffin,282,0.589,0.589,0.348,0.643,0.444,0.142,0.475,0.316,0.511,0.389,0.929,0.24100000000000002,0.5589999999999999,2015-16
Jacobi Boykins,241,0.532,0.512,0.253,0.639,0.667,0.174,0.262,0.545,0.573,0.355,1,0.228,0.6729999999999999,2015-16
Derric Jean,185,0.553,0.527,0.42200000000000004,0.59,0.304,0.2,0.297,0.091,0.37799999999999995,0.386,0.667,0.324,0.6829999999999999,2015-16
Merrill Holden,126,0.5750000000000001,0.524,0.595,0.653,0.5710000000000001,0.33299999999999996,0.33299999999999996,0.5710000000000001,0.071,0.222,1,0.611,0.7140000000000001,2015-16
Leantwan Luckett,99,0.388,0.354,0.33299999999999996,0.515,0.706,0.293,0.31,0.556,0.374,0.162,0.667,0.364,0.556,2015-16
Jy'Lan Washington,73,0.438,0.41100000000000003,0.493,0.556,0.6,0.205,0.467,0.429,0.301,0.091,1,0.493,0.528,2015-16
Branden Sheppard,53,0.617,0.679,0.887,0.745,0.5429999999999999,0.113,0.16699999999999998,1,0,NA,NA,0.34,0.222,2015-16
Qiydar Davis,51,0.56,0.47100000000000003,0.49,0.68,0.529,0.41200000000000003,0.19,0.75,0.098,0.4,1,0.51,0.885,2015-16
Da'Shawn Robinson,34,0.465,0.426,0.441,0.467,0.429,0.08800000000000001,0,NA,0.47100000000000003,0.312,1,0.294,0.7,2015-16
Joniah White,11,0.523,0.545,0.636,0.7140000000000001,0.6,0.364,0.25,0,0,NA,NA,0.091,0,2015-16
Luke Walker,6,0.41800000000000004,0.33299999999999996,0.33299999999999996,0.5,1,0.667,0.25,1,0,NA,NA,0.833,0.6,2015-16
Total,1938,0.55,0.519,0.42,0.631,0.4,0.228,0.342,0.364,0.353,0.33299999999999996,0.851,0.41700000000000004,0.6729999999999999,2015-16
