name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Upshaw Reggie,43,0.174,0.18899999999999997,0.7140000000000001,0.115,0.109,0.33299999999999996,2015-16
Perrin Buford,20,0.095,0.121,0.7859999999999999,0.047,0.037000000000000005,0.33299999999999996,2015-16
Darnell Harris,18,0.18899999999999997,0.214,0.643,0.035,0.027000000000000003,0.25,2015-16
Giddy Potts,12,0.107,0.11800000000000001,0.667,0.076,0.043,0.2,2015-16
Aldonis Foote,6,0.135,0.136,0.6,0.048,0.125,1,2015-16
Karl Gamble,6,0.16699999999999998,0.2,0.5,0.222,0.2,0.25,2015-16
Joshua Phillips,4,0.154,0.2,1,0.222,1,0.5,2015-16
Xavier Habersham,2,0.1,0.1,0.5,0,0,NA,2015-16
Simpson Edward,2,0,0,NA,0.038,0,0,2015-16
Jaqawn Raymond,1,0.032,0.053,1,0,0,NA,2015-16
Total,114,0.114,0.131,0.703,0.061,0.055,0.316,2015-16
