name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Kevin Thompson,40,0.19,0.184,0.5589999999999999,0.111,0.133,0.33299999999999996,2011-12
Ian Childs,22,0.191,0.2,0.722,0.043,0.024,0.25,2011-12
DeWayne Jackson,16,0.125,0.10800000000000001,0.583,0.031,0.125,1,2011-12
Shaquille Duncan,12,0.18600000000000003,0.212,0.875,0.16,0.111,0.25,2011-12
Ameer Ali,10,0.062,0.068,0.6,0.161,0.2,0.4,2011-12
Aric Brooks,5,0.10400000000000001,0.077,0.4,0,0,NA,2011-12
Justin Black,5,0.07,0.10300000000000001,0.75,0.04,0,0,2011-12
Thair Heath,4,0.33299999999999996,0.16699999999999998,0.25,0,0,NA,2011-12
Blake Bozeman,3,0.095,0.2,0.5,0.045,0,0,2011-12
Larry Bastfield,3,0.034,0.091,1,0.021,0,0,2011-12
Total,120,0.135,0.145,0.617,0.057,0.054000000000000006,0.304,2011-12
