shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.397,0.564,0.141,0.657,2011-12
2pt Jumpers,0.304,0.379,0.071,0.408,2011-12
3pt Shots,0.298,0.38799999999999996,0.006999999999999999,0.39,2011-12
