name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Reggie Perry,38,0.18100000000000002,0.188,0.7240000000000001,0.059000000000000004,0.083,0.5,2019-20
Abdul Ado,36,0.355,0.377,0.6970000000000001,0.13,0,0,2019-20
Robert Woodard II,28,0.225,0.213,0.65,0.073,0.098,0.5,2019-20
Nick Weatherspoon,5,0.043,0.024,0.33299999999999996,0,0,NA,2019-20
Iverson Molinar,4,0.039,0.033,0.5,0.044000000000000004,0,0,2019-20
Stewart D.J. ,4,0.031,0.023,0.5,0,0,NA,2019-20
KeyShawn Feazell,2,0.222,0,0,0,0,NA,2019-20
Tyson Carter,2,0.024,0.035,1,0,0,NA,2019-20
Quinten  Post,1,0.2,0.5,1,NA,NA,NA,2019-20
"II,ROBERT",1,0.25,0.33299999999999996,1,0,0,NA,2019-20
",DJ",1,0,0,NA,0.33299999999999996,NA,0,2019-20
Total,122,0.14800000000000002,0.15,0.674,0.037000000000000005,0.037000000000000005,0.364,2019-20
