name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Nick Rakocevic,35,0.34,0.258,0.485,0.091,0.2,0.5,2016-17,SouthernCalifornia
Chimezie Metu,33,0.131,0.15,0.731,0.042,0.040999999999999995,0.429,2016-17,SouthernCalifornia
Elijah Stewart,19,0.151,0.19699999999999998,0.75,0.061,0.067,0.33299999999999996,2016-17,SouthernCalifornia
De'Anthony Melton,15,0.11800000000000001,0.109,0.5379999999999999,0.043,0.125,1,2016-17,SouthernCalifornia
Shaqquan Aaron,10,0.147,0.132,0.5,0,0,NA,2016-17,SouthernCalifornia
Bennie Boatwright,9,0.171,0.182,0.667,0.054000000000000006,0.059000000000000004,0.5,2016-17,SouthernCalifornia
Jordan McLaughlin,6,0.017,0.021,0.667,0.051,0.048,0.33299999999999996,2016-17,SouthernCalifornia
Jonah Mathews,4,0.098,0.125,0.75,0,0,NA,2016-17,SouthernCalifornia
Charles Buggs,3,0.125,0.111,0.5,0.16699999999999998,0.2,1,2016-17,SouthernCalifornia
Kurt Karis,1,0.33299999999999996,0,0,NA,NA,NA,2016-17,SouthernCalifornia
Harrison Henderson,1,0.14300000000000002,0.33299999999999996,1,0,NA,NA,2016-17,SouthernCalifornia
Total,136,0.134,0.138,0.609,0.04,0.054000000000000006,0.5,2016-17,SouthernCalifornia
