shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.331,0.581,0.113,0.655,2014-15
2pt Jumpers,0.32799999999999996,0.321,0.109,0.36,2014-15
3pt Shots,0.341,0.337,0.006999999999999999,0.34,2014-15
