shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.359,0.6459999999999999,0.052000000000000005,0.6809999999999999,2016-17
2pt Jumpers,0.254,0.317,0.055999999999999994,0.336,2016-17
3pt Shots,0.387,0.355,0.006,0.35700000000000004,2016-17
