name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Ben Drake,25,0.185,0.195,0.7390000000000001,0.038,0,0,2019-20
Owen McCormack,15,0.326,0.33299999999999996,0.5710000000000001,0.077,0,0,2019-20
Michael Isler,12,0.094,0.111,0.818,0.03,0,0,2019-20
Cory Hightower,9,0.059000000000000004,0.04,0.444,0,0,NA,2019-20
Zeb Graham,3,0.018000000000000002,0.027999999999999997,1,0.039,0,0,2019-20
Chris Martin,3,0.013000000000000001,0,0,0,0,NA,2019-20
Kody Shubert,2,0,0,NA,0.08,0,0,2019-20
CJ Melton,2,0.125,0,0,0,0,NA,2019-20
Sean Jenkins,1,0,0,NA,0.048,0,0,2019-20
Total,72,0.084,0.086,0.629,0.025,0,0,2019-20
