shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.395,0.612,0.083,0.667,2011-12,UNCAsheville
2pt Jumpers,0.261,0.315,0.035,0.327,2011-12,UNCAsheville
3pt Shots,0.345,0.348,0.006,0.35,2011-12,UNCAsheville
