name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Chris Ford,16,0.289,0.259,0.5379999999999999,0.125,0.16699999999999998,0.667,2019-20
Devante Carter,15,0.09300000000000001,0.031,0.2,0.06,0.09699999999999999,0.6,2019-20
Steven Whitley,11,0.062,0.04,0.375,0.059000000000000004,0.077,0.33299999999999996,2019-20
Yoro Sidibe,10,0.2,0.158,0.429,0.1,0.14300000000000002,0.33299999999999996,2019-20
Tyrese Jenkins,10,0.36,0.28600000000000003,0.444,0,0,NA,2019-20
Joe Bryant,6,0.042,0.057999999999999996,0.75,0.033,0.043,0.5,2019-20
Nyzaiah Chambers,5,0.222,0.25,0.75,0.33299999999999996,NA,0,2019-20
Jermaine Bishop,4,0.027000000000000003,0.027999999999999997,0.5,0.013999999999999999,0,0,2019-20
Kashaun Hicks,3,0.14300000000000002,0.214,1,0,0,NA,2019-20
Spirit Ricks,3,0.107,0.125,0.667,0,0,NA,2019-20
Kyonze Chavis,3,0.12,0.067,0.33299999999999996,0,0,NA,2019-20
Efstratios Kalogerias,2,0.042,0,0,0.043,0,0,2019-20
Daryl Anderson,1,0.2,0,0,0,NA,NA,2019-20
Total,89,0.107,0.08800000000000001,0.47100000000000003,0.044000000000000004,0.054000000000000006,0.42100000000000004,2019-20
