name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Dantez Walton,18,0.156,0.21100000000000002,0.857,0.049,0.067,0.5,2019-20
Adrian Nelson,14,0.18899999999999997,0.20800000000000002,0.7859999999999999,0,0,NA,2019-20
Silas Adheke,11,0.147,0.106,0.455,0,0,NA,2019-20
Jalen Tate,7,0.061,0.057999999999999996,0.667,0.011000000000000001,0,0,2019-20
Karl Harris,6,0.147,0.136,0.6,0.053,0,0,2019-20
Trevon Faulkner,4,0.049,0.036000000000000004,0.5,0,0,NA,2019-20
Bryson Langdon,3,0.061,0.111,1,0,0,NA,2019-20
Tyler Sharpe,3,0.01,0,0,0,0,NA,2019-20
David Wassler,2,0.25,0,0,0.2,0.5,1,2019-20
Paul Djoko,2,0.083,0,0,0,NA,NA,2019-20
Bryant Mocaby,1,0.33299999999999996,NA,0,0,0,NA,2019-20
Adham Eleeda,1,0.33299999999999996,0.5,1,0,NA,NA,2019-20
Total,72,0.098,0.102,0.6559999999999999,0.012,0.013000000000000001,0.4,2019-20
