name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Julian Gamble,41,0.28800000000000003,0.32299999999999995,0.7,0.16699999999999998,0.212,0.636,2012-13,Miami(FL)
Reggie Johnson,22,0.237,0.225,0.5,0.062,0.062,0.25,2012-13,Miami(FL)
Kenny Kadji,20,0.147,0.10400000000000001,0.5,0.065,0.096,0.7,2012-13,Miami(FL)
Rion Brown,14,0.16699999999999998,0.16699999999999998,0.667,0.122,0.11800000000000001,0.33299999999999996,2012-13,Miami(FL)
Tonye Jekiri,9,0.217,0.2,0.6,0.33299999999999996,0,0,2012-13,Miami(FL)
Erik Swoope,8,0.312,0.385,1,0.273,0,0,2012-13,Miami(FL)
Durand Scott,7,0.04,0.036000000000000004,0.5,0.021,0.031,0.667,2012-13,Miami(FL)
Shane Larkin,3,0.009000000000000001,0.016,1,0.019,0.038,1,2012-13,Miami(FL)
Trey McKinney Jones,2,0.053,0.08,1,0,0,NA,2012-13,Miami(FL)
Raphael Akpejiori,1,0,0,NA,0.111,0.5,1,2012-13,Miami(FL)
Total,127,0.14,0.147,0.642,0.064,0.076,0.5,2012-13,Miami(FL)
