shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.259,0.563,0.151,0.664,2012-13,Miami(FL)
2pt Jumpers,0.392,0.359,0.087,0.39299999999999996,2012-13,Miami(FL)
3pt Shots,0.349,0.326,0.019,0.332,2012-13,Miami(FL)
