name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Tylor Ongwae,28,0.146,0.146,0.619,0.052000000000000005,0.083,0.5,2013-14,La.-Monroe
Marvin Williams,22,0.17300000000000001,0.149,0.526,0.044000000000000004,0.14300000000000002,1,2013-14,La.-Monroe
Amos Olatayo,15,0.15,0.17800000000000002,0.667,0.429,0.33299999999999996,0.33299999999999996,2013-14,La.-Monroe
Demondre Harvey,15,0.26899999999999996,0.303,0.7140000000000001,0.083,0,0,2013-14,La.-Monroe
Jayon James,12,0.081,0.067,0.5,0,0,NA,2013-14,La.-Monroe
Millaun Brown,7,0.389,0.556,0.7140000000000001,0,0,NA,2013-14,La.-Monroe
Chinedu Amajoyi,4,0.25,0.14300000000000002,0.25,0,0,NA,2013-14,La.-Monroe
Nick Coppola,4,0.043,0.04,0.5,0.019,0,0,2013-14,La.-Monroe
Evan Sims,1,0.5,0,0,0,0,NA,2013-14,La.-Monroe
R.J. McCray,1,0.036000000000000004,0,0,0,0,NA,2013-14,La.-Monroe
Daniel Grieves,1,0.16699999999999998,0.2,1,0,0,NA,2013-14,La.-Monroe
Total,110,0.14300000000000002,0.142,0.585,0.039,0.071,0.5,2013-14,La.-Monroe
