name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Drew Urquhart,22,0.14400000000000002,0.153,0.7140000000000001,0.016,0.031,1,2017-18,Vermont
Payton Henson,17,0.092,0.12300000000000001,0.7140000000000001,0.025,0.036000000000000004,0.5,2017-18,Vermont
Anthony Lamb,8,0.092,0.107,0.75,0,0,NA,2017-18,Vermont
Trae Bell-Haynes,8,0.037000000000000005,0.05,0.857,0.013999999999999999,0.04,1,2017-18,Vermont
Everett Duncan,7,0.259,0.16699999999999998,0.429,0,0,NA,2017-18,Vermont
Samuel Dingba,5,0.312,0.273,0.6,0,0,NA,2017-18,Vermont
Ra Kpedi,4,0.25,0.33299999999999996,0.75,0,NA,NA,2017-18,Vermont
Nate Rohrer,4,0.16,0.125,0.5,0,0,NA,2017-18,Vermont
Ernie Duncan,1,0.021,0,0,0,0,NA,2017-18,Vermont
Cam Ward,1,0.045,0.077,1,0,0,NA,2017-18,Vermont
Total,77,0.094,0.10400000000000001,0.6809999999999999,0.01,0.021,0.75,2017-18,Vermont
