name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Gerard Andrus,32,0.20199999999999999,0.228,0.72,0.039,0.03,0.28600000000000003,2018-19,PrairieView
Devonte Patterson,25,0.15,0.163,0.696,0.025,0,0,2018-19,PrairieView
Gary Blackston,20,0.073,0.076,0.6,0.054000000000000006,0.062,0.429,2018-19,PrairieView
Iwin Ellis,10,0.132,0.075,0.429,0.214,0.125,0.33299999999999996,2018-19,PrairieView
Darius Williams,8,0.052000000000000005,0.07400000000000001,0.667,0.069,0.077,0.5,2018-19,PrairieView
Taishaun Johnson,3,0.027999999999999997,0.03,0.5,0.025,0,0,2018-19,PrairieView
Antione Lister,3,0.111,0.14300000000000002,1,0,0,NA,2018-19,PrairieView
Chancellor Ellis,2,0,0,NA,0.042,0,0,2018-19,PrairieView
Dennis Jones,2,0.008,0.016,1,0,0,NA,2018-19,PrairieView
Faite Williams,1,0,0,NA,0.2,0,0,2018-19,PrairieView
Leon Sneed,1,0.1,0,0,0,0,NA,2018-19,PrairieView
Total,107,0.098,0.11,0.667,0.044000000000000004,0.036000000000000004,0.308,2018-19,PrairieView
