name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Kris Acox,30,0.14800000000000002,0.154,0.731,0.09300000000000001,0.16699999999999998,0.5,2015-16,Furman
Matt Rafferty,25,0.20800000000000002,0.19699999999999998,0.591,0.071,0.071,0.33299999999999996,2015-16,Furman
Daniel Fowler,17,0.319,0.36,0.6,0.08,0.2,1,2015-16,Furman
Kendrec Ferrara,10,0.2,0.184,0.7,0,0,NA,2015-16,Furman
Devin Sibley,10,0.068,0.085,0.778,0.018000000000000002,0.053,1,2015-16,Furman
Larry Wideman,3,0.13,0.17600000000000002,1,0,0,NA,2015-16,Furman
Stephen Croone,3,0.013000000000000001,0.011000000000000001,0.5,0.018000000000000002,0.048,1,2015-16,Furman
Geoff Beans,3,0.4,0.25,0.5,0.1,0.16699999999999998,1,2015-16,Furman
Andrew Brown,2,0.091,0.25,1,0.091,0.2,1,2015-16,Furman
Gene Langan,2,0.5,0.667,1,0,NA,NA,2015-16,Furman
Total,105,0.12300000000000001,0.133,0.685,0.039,0.07400000000000001,0.6920000000000001,2015-16,Furman
