name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Charles Mitchell,49,0.34,0.324,0.611,0.18100000000000002,0.304,0.5379999999999999,2012-13,Maryland
Alex Len,47,0.22699999999999998,0.222,0.7,0.05,0.065,0.429,2012-13,Maryland
James Padgett,23,0.231,0.24600000000000002,0.7140000000000001,0.061,0.1,0.5,2012-13,Maryland
Shaquille Cleare,18,0.264,0.256,0.7140000000000001,0.085,0.158,0.75,2012-13,Maryland
Nick Faust,13,0.095,0.08800000000000001,0.5,0.042,0,0,2012-13,Maryland
Dez Wells,10,0.052000000000000005,0.08,1,0.008,0.018000000000000002,1,2012-13,Maryland
Jake Layman,9,0.152,0.09699999999999999,0.429,0,0,NA,2012-13,Maryland
Logan Aronhalt,4,0.083,0.16699999999999998,1,0.115,0.125,0.33299999999999996,2012-13,Maryland
Pe'Shon Howard,2,0.065,0.133,1,0,0,NA,2012-13,Maryland
John Auslander,1,0.5,0.5,1,NA,NA,NA,2012-13,Maryland
Seth Allen,1,0,0,NA,0,0,NA,2012-13,Maryland
Total,177,0.16399999999999998,0.17300000000000001,0.6809999999999999,0.054000000000000006,0.075,0.485,2012-13,Maryland
