name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Nate Kratch,23,0.163,0.19699999999999998,0.75,0.038,0,0,2015-16
Emmanuel Ndumanya,10,0.26899999999999996,0.182,0.28600000000000003,0.273,0.25,0.33299999999999996,2015-16
Matt Hubbard,4,0.068,0.08,0.667,0,0,NA,2015-16
Henrik Jadersten,4,0.188,0.222,0.667,0.038,0,0,2015-16
Jared Brownridge,2,0.009000000000000001,0,0,0,0,NA,2015-16
Jarvis Pugh,2,0.062,0,0,0,0,NA,2015-16
Brendyn Taylor,2,0.071,0.077,0.5,0,0,NA,2015-16
KJ Feagin,1,0.012,0.019,1,0,0,NA,2015-16
Kai Healy,1,0.019,0,0,0,0,NA,2015-16
Evan Wardlow,1,0.16699999999999998,0.33299999999999996,1,0,0,NA,2015-16
Total,50,0.075,0.079,0.585,0.013999999999999999,0.006,0.14300000000000002,2015-16
