name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Jordan Jones,12,0.126,0.155,0.818,0.01,0,0,2019-20,Marist
Braden Bell,10,0.182,0.138,0.4,0,0,NA,2019-20,Marist
Michael Cubbage,10,0.08900000000000001,0.08900000000000001,0.444,0.006999999999999999,0,0,2019-20,Marist
Tobias Sjoberg,10,0.32299999999999995,0.2,0.4,0,0,NA,2019-20,Marist
Zion Tordoff,7,0.163,0.16,0.5710000000000001,0,0,NA,2019-20,Marist
Tyler Saint-Furcy,3,0.028999999999999998,0.028999999999999998,0.5,0.03,0,0,2019-20,Marist
Matthew Herasme,3,0.044000000000000004,0.091,1,0,0,NA,2019-20,Marist
Tyler Sagl,1,0.037000000000000005,0,0,0,0,NA,2019-20,Marist
Ryan Carmello,1,1,NA,0,0,NA,NA,2019-20,Marist
Total,57,0.106,0.10800000000000001,0.528,0.006,0,0,2019-20,Marist
