start_of_poss,percent_of_initial_attempts,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_shots_2pt_jumpers,fg_percent_2pt_jumpers,percent_shots_3pt,fg_percent_3pt,season,team
"Rebound, 0-10 s",0.141,0.502,0.289,0.44799999999999995,0.19399999999999998,0.308,0.517,0.40399999999999997,2019-20,Marist
"Rebound, 11-30 s",0.23600000000000002,0.41200000000000003,0.217,0.6579999999999999,0.392,0.28,0.392,0.273,2019-20,Marist
"Opp score, 0-10 s",0.038,0.609,0.418,0.826,0.127,0.5710000000000001,0.455,0.28,2019-20,Marist
"Opp score, 11-30 s",0.364,0.435,0.275,0.42700000000000005,0.342,0.337,0.38299999999999995,0.35200000000000004,2019-20,Marist
"Steal, 0-10 s",0.031,0.705,0.43200000000000005,0.526,0.068,1,0.5,0.545,2019-20,Marist
"Steal, 11-30 s",0.022000000000000002,0.156,0.312,0.4,0.188,0.16699999999999998,0.5,0,2019-20,Marist
Transition,0.21,0.552,0.33299999999999996,0.55,0.163,0.38799999999999996,0.503,0.40399999999999997,2019-20,Marist
