name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Jaylen Hoard,29,0.16699999999999998,0.171,0.667,0.017,0.028999999999999998,0.5,2018-19,WakeForest
Chaundee Brown,25,0.177,0.217,0.7140000000000001,0.106,0.125,0.455,2018-19,WakeForest
Olivier Sarr,16,0.308,0.20800000000000002,0.41700000000000004,0.068,0.038,0.25,2018-19,WakeForest
Isaiah Mucius,12,0.113,0.182,0.857,0.066,0.055999999999999994,0.2,2018-19,WakeForest
Ikenna Smart,10,0.33299999999999996,0.214,0.375,0.062,0.1,0.5,2018-19,WakeForest
Sunday Okeke,7,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.16699999999999998,NA,0,2018-19,WakeForest
Michael Wynn,5,0.2,0,0,0.2,0,0,2018-19,WakeForest
Sharone Wright,5,0.042,0.025,0.33299999999999996,0.028999999999999998,0.042,0.5,2018-19,WakeForest
Brandon Childress,3,0,0,NA,0.013999999999999999,0,0,2018-19,WakeForest
Aaron Spivey,1,NA,NA,NA,0.25,0,0,2018-19,WakeForest
Torry Johnson,1,0.02,0,0,0,0,NA,2018-19,WakeForest
Total,114,0.135,0.135,0.556,0.054000000000000006,0.055,0.32299999999999995,2018-19,WakeForest
