name,fga,ts_percent,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_assisted_at_rim,percent_shots_2pt_j,fg_percent_2pt_jumpers,percent_assisted_2pt_j,percent_of_shots_3pt,x3fg_percent,percent_assisted_3s,fta_fga,ft_percent,season
Brian Williams,408,0.49,0.474,0.184,0.573,0.27899999999999997,0.40700000000000003,0.392,0.10800000000000001,0.409,0.341,0.737,0.18899999999999997,0.636,2011-12
Tarvin Gaines,254.99999999999997,0.548,0.488,0.35700000000000004,0.615,0.679,0.271,0.449,0.613,0.373,0.263,0.96,0.447,0.789,2011-12
Ronnie Boggs,177,0.595,0.562,0.644,0.6579999999999999,0.52,0.215,0.368,0.35700000000000004,0.141,0.28,1,0.33299999999999996,0.763,2011-12
Darion Rackley,177,0.527,0.449,0.305,0.722,0.385,0.158,0.214,0.16699999999999998,0.537,0.242,0.9129999999999999,0.684,0.727,2011-12
Stephen Hall,152,0.468,0.414,0.342,0.48100000000000004,0.28,0.45399999999999996,0.377,0.6920000000000001,0.204,0.258,1,0.428,0.6920000000000001,2011-12
Nick Cook,145,0.542,0.5379999999999999,0.8,0.586,0.574,0.193,0.35700000000000004,0.5,0.006999999999999999,0,NA,0.5589999999999999,0.531,2011-12
Mason Leggett,141,0.47600000000000003,0.415,0.511,0.528,0.447,0.312,0.22699999999999998,0.7,0.177,0.28,1,0.46799999999999997,0.7120000000000001,2011-12
Grant White,103,0.47200000000000003,0.43700000000000006,0.38799999999999996,0.575,0.261,0.214,0.318,0.28600000000000003,0.39799999999999996,0.244,0.8,0.515,0.585,2011-12
Rinaldo Mafra,86,0.468,0.45299999999999996,0.5579999999999999,0.562,0.7040000000000001,0.442,0.316,0.75,0,NA,NA,0.512,0.5,2011-12
Dion Waiters,63,0.451,0.349,0.444,0.536,0.133,0.349,0.318,0.429,0.20600000000000002,0,NA,0.746,0.7020000000000001,2011-12
Frankie Bougher,53,0.374,0.33,0.075,0.75,0.667,0.17,0.444,0.75,0.755,0.175,1,0.28300000000000003,0.667,2011-12
Terrence Turner,1,0,0,0,NA,NA,1,0,NA,0,NA,NA,0,NA,2011-12
"JOHNSON,CLAY",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-12
Total,1761,0.507,0.466,0.39399999999999996,0.594,0.47600000000000003,0.303,0.36,0.41100000000000003,0.303,0.27,0.861,0.42100000000000004,0.6779999999999999,2011-12
D-I Team Averages,NA,0.542,0.504,0.38299999999999995,0.609,0.418,0.293,0.35700000000000004,0.35,0.32299999999999995,0.34299999999999997,0.8490000000000001,0.426,0.691,2011-12
