name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Nick Cook,28,0.21600000000000003,0.191,0.52,0.107,0.1,0.33299999999999996,2011-12
Ronnie Boggs,25,0.193,0.187,0.636,0.079,0,0,2011-12
Tarvin Gaines,23,0.22,0.214,0.6,0.043,0.09699999999999999,1,2011-12
Stephen Hall,13,0.212,0.36,0.818,0.028999999999999998,0.077,1,2011-12
Rinaldo Mafra,10,0.20800000000000002,0.14800000000000002,0.4,0,0,NA,2011-12
Dion Waiters,8,0.214,0.267,0.667,0.091,0.28600000000000003,1,2011-12
Mason Leggett,3,0.013999999999999999,0,0,0.045,0.1,0.5,2011-12
Grant White,3,0.075,0.043,0.33299999999999996,0,0,NA,2011-12
Brian Williams,3,0.013000000000000001,0.023,1,0.012,0,0,2011-12
Frankie Bougher,2,0.25,0.33299999999999996,1,0.111,0,0,2011-12
Darion Rackley,2,0.037000000000000005,0.051,1,0,0,NA,2011-12
Total,120,0.147,0.14800000000000002,0.598,0.034,0.047,0.5,2011-12
