name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Quinton Johnson II,12,0.36700000000000005,0.368,0.636,0.013999999999999999,0,0,2019-20,UTRGV
Lesley Varner II,12,0.135,0.171,0.6,0.006,0,0,2019-20,UTRGV
Isaiah Fontaine,10,0.33299999999999996,0.21100000000000002,0.4,0,0,NA,2019-20,UTRGV
Sean Rhea,10,0.158,0.182,0.889,0.067,0,0,2019-20,UTRGV
Anthony Bratton,8,0.14300000000000002,0.16699999999999998,1,0.068,0.05,0.33299999999999996,2019-20,UTRGV
McClain Rob,6,0.14300000000000002,0.14300000000000002,0.75,0.11800000000000001,0.16699999999999998,0.5,2019-20,UTRGV
Jamal Gaines,6,0.28600000000000003,0.5,1,0.105,0,0,2019-20,UTRGV
Javon Levi,6,0.034,0.018000000000000002,0.25,0.011000000000000001,0.04,1,2019-20,UTRGV
Jordan Jackson,5,0.03,0.03,0.667,0.006999999999999999,0,0,2019-20,UTRGV
Chris Freeman,2,0.071,0,0,0.022000000000000002,0,0,2019-20,UTRGV
Connor Raines,2,0.14300000000000002,0.28600000000000003,1,0,0,NA,2019-20,UTRGV
Total,79,0.11599999999999999,0.128,0.667,0.019,0.011000000000000001,0.231,2019-20,UTRGV
