name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Greig Stire,46,0.305,0.281,0.5429999999999999,0,0,NA,2016-17
Devonte Campbell,20,0.32799999999999996,0.43200000000000005,0.8420000000000001,0.038,0.14300000000000002,1,2016-17
Michael Rowley,20,0.161,0.141,0.5,0.067,0,0,2016-17
Travis Charles,16,0.21600000000000003,0.17300000000000001,0.562,0,0,NA,2016-17
Joe Cremo,8,0.040999999999999995,0.051,0.667,0.015,0.018000000000000002,0.5,2016-17
David Nichols,5,0.011000000000000001,0.018000000000000002,1,0.013000000000000001,0,0,2016-17
Jaraan Lands,4,0.235,0,0,0,NA,NA,2016-17
Marqueese Grayson,1,0,0,NA,0.034,0,0,2016-17
Terrel Martin-Garcia,1,0.1,0.14300000000000002,1,0,NA,NA,2016-17
Total,121,0.136,0.139,0.589,0.015,0.008,0.222,2016-17
