name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Bira Seck,19,0.158,0.154,0.625,0.037000000000000005,0,0,2014-15,Idaho
Arkadiy Mkrtychyan,16,0.128,0.154,0.75,0,0,NA,2014-15,Idaho
Paulin Mpawe,16,0.278,0.37,0.667,0.055999999999999994,0,0,2014-15,Idaho
Sekou Wiggs,8,0.038,0.04,0.6,0.032,0,0,2014-15,Idaho
Connor Hill,8,0.019,0.033,1,0.055,0.038,0.25,2014-15,Idaho
Jordan Scott,5,0.125,0.059000000000000004,0.33299999999999996,0.33299999999999996,0,0,2014-15,Idaho
Nahshon George,5,0.33299999999999996,0.625,1,0,0,NA,2014-15,Idaho
Ty Egbert,5,0.122,0.087,0.4,0,0,NA,2014-15,Idaho
Victor Sanders,3,0.214,0.222,0.667,0,0,NA,2014-15,Idaho
Mike Scott,2,0.013999999999999999,0,0,0.008,0,0,2014-15,Idaho
Perrion Callandret,1,0.03,0.059000000000000004,1,0,0,NA,2014-15,Idaho
Nate Sherwood,1,0,0,NA,0.33299999999999996,NA,0,2014-15,Idaho
Total,89,0.107,0.12,0.662,0.03,0.006,0.067,2014-15,Idaho
