name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Jimmy Hall,39,0.16899999999999998,0.231,0.833,0.039,0.042,0.444,2015-16,KentSt.
Khaliq Spicer,20,0.195,0.23800000000000002,0.882,0.052000000000000005,0.04,0.33299999999999996,2015-16,KentSt.
Raasean Davis,14,0.355,0.409,0.818,0.2,0.667,0.667,2015-16,KentSt.
Chris Ortiz,11,0.11199999999999999,0.091,0.444,0.038,0.1,1,2015-16,KentSt.
Deon Edwin,8,0.127,0.171,0.857,0.045,0.091,1,2015-16,KentSt.
Xavier Pollard,6,0.054000000000000006,0.027000000000000003,0.33299999999999996,0.038,0,0,2015-16,KentSt.
Marvin Jones,5,0.33299999999999996,0.33299999999999996,0.5,0.05,0,0,2015-16,KentSt.
Jaylin Walker,4,0.111,0,0,0.057,0.062,0.5,2015-16,KentSt.
Jalen Avery,2,0.222,0.2,0.5,0,0,NA,2015-16,KentSt.
Galal Cancer,1,0.032,0,0,0,0,NA,2015-16,KentSt.
Kellon Thomas,1,0,0,NA,0,0,NA,2015-16,KentSt.
Total,111,0.13699999999999998,0.166,0.733,0.037000000000000005,0.043,0.45799999999999996,2015-16,KentSt.
