shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.23600000000000002,0.66,0.09300000000000001,0.728,2019-20
2pt Jumpers,0.285,0.336,0.14800000000000002,0.395,2019-20
3pt Shots,0.479,0.322,0.021,0.32899999999999996,2019-20
