name,fga,ts_percent,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_assisted_at_rim,percent_shots_2pt_j,fg_percent_2pt_jumpers,percent_assisted_2pt_j,percent_of_shots_3pt,x3fg_percent,percent_assisted_3s,fta_fga,ft_percent,season
Terone Johnson,344,0.479,0.45799999999999996,0.294,0.574,0.36200000000000004,0.401,0.319,0.25,0.305,0.35200000000000004,0.973,0.34,0.581,2013-14
Ronnie Johnson,294,0.49,0.447,0.35,0.5529999999999999,0.175,0.45899999999999996,0.363,0.14300000000000002,0.19,0.304,0.765,0.429,0.667,2013-14
A.J. Hammons,227.99999999999997,0.5650000000000001,0.513,0.395,0.8109999999999999,0.616,0.583,0.331,0.636,0.022000000000000002,0,NA,0.632,0.701,2013-14
Kendall Stephens,225,0.528,0.498,0.044000000000000004,0.4,0.5,0.187,0.28600000000000003,0.583,0.769,0.37,0.953,0.16399999999999998,0.865,2013-14
Bryson Scott,170,0.45799999999999996,0.374,0.376,0.547,0.171,0.547,0.226,0.095,0.076,0.385,0.4,0.5589999999999999,0.737,2013-14
Rapheal Davis,141,0.538,0.465,0.40399999999999997,0.596,0.529,0.36200000000000004,0.353,0.33299999999999996,0.23399999999999999,0.273,1,0.546,0.779,2013-14
Errick Peck,127,0.522,0.524,0.34600000000000003,0.795,0.371,0.409,0.28800000000000003,0.4,0.244,0.355,1,0.213,0.48100000000000004,2013-14
Sterling Carter,122,0.49,0.475,0.14800000000000002,0.667,0.41700000000000004,0.107,0.308,0.25,0.746,0.308,0.929,0.16399999999999998,0.65,2013-14
Basil Smotherman,112.00000000000001,0.588,0.585,0.527,0.746,0.591,0.366,0.488,0.6,0.107,0.083,1,0.43799999999999994,0.5710000000000001,2013-14
Jay Simpson,109.00000000000001,0.449,0.436,0.42200000000000004,0.652,0.3,0.514,0.28600000000000003,0.75,0.064,0.14300000000000002,1,0.303,0.515,2013-14
Travis Carroll,32,0.56,0.562,0.25,1,0.375,0.625,0.35,0.7140000000000001,0.125,0.5,1,0.125,0.5,2013-14
Stephen Toyra,12,0.4320000000000001,0.33299999999999996,0.5,0.33299999999999996,0.5,0.16699999999999998,1,0.5,0.33299999999999996,0,NA,0.33299999999999996,1,2013-14
Jon McKeeman,5,0.5,0.5,0.4,0.5,0,0.2,0,NA,0.4,0.5,1,0,NA,2013-14
Anfernee Brown,4,0.25,0.25,0,NA,NA,0.5,0.5,0,0.5,0,NA,0,NA,2013-14
Neal Beshears,1,0,0,1,0,NA,0,NA,NA,0,NA,NA,0,NA,2013-14
"GASSER,JOSH",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-14
Total,1926.0000000000002,0.508,0.47200000000000003,0.316,0.645,0.405,0.40399999999999997,0.325,0.387,0.27899999999999997,0.327,0.9259999999999999,0.381,0.6709999999999999,2013-14
