name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Hans Brase,7,0.08,0.114,0.833,0.031,0,0,2014-15,Princeton
Henry Caruso,6,0.085,0.10800000000000001,0.8,0.077,0,0,2014-15,Princeton
Steven Cook,6,0.065,0.08900000000000001,0.8,0.038,0,0,2014-15,Princeton
Pete Miller,5,0.038,0.031,0.5,0.036000000000000004,0,0,2014-15,Princeton
Alec Brennan,3,0.182,0,0,0.14300000000000002,0,0,2014-15,Princeton
Spencer Weisz,3,0.024,0.019,0.5,0.03,0.125,1,2014-15,Princeton
Hashim Moore,1,0.111,0.16699999999999998,1,NA,NA,NA,2014-15,Princeton
Daniel Edwards,1,0,0,NA,1,NA,0,2014-15,Princeton
Bobby Garbade,1,0,0,NA,0.14300000000000002,NA,0,2014-15,Princeton
Amir Bell,1,0.012,0.019,1,0,0,NA,2014-15,Princeton
Total,34,0.045,0.051,0.6920000000000001,0.038,0.013999999999999999,0.125,2014-15,Princeton
