name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Gabas Maldunas,25,0.149,0.161,0.6,0,0,NA,2012-13
Jvonte Brooks,18,0.276,0.25,0.43799999999999994,0.062,0.2,1,2012-13
Connor Boehm,14,0.16399999999999998,0.22699999999999998,0.833,0.02,0.024,0.5,2012-13
Tommy Carpenter,4,0.095,0,0,0.28600000000000003,0,0,2012-13
Malik Gill,3,0.037000000000000005,0.067,0.5,0.028999999999999998,0,0,2012-13
John Golden,3,0.037000000000000005,0.087,1,0.031,0.083,1,2012-13
Tyler Melville,2,0.055999999999999994,0.091,1,0,0,NA,2012-13
Kevin Crescenzi,1,0.14300000000000002,0,0,0,0,NA,2012-13
Brtandon McDonnell,1,0.111,0.14300000000000002,1,0,0,NA,2012-13
Matt Rennie,1,0.14300000000000002,0,0,0,NA,NA,2012-13
Matt LaBove,1,0.16699999999999998,0,0,0,0,NA,2012-13
Total,73,0.12300000000000001,0.14,0.585,0.017,0.024,0.5,2012-13
