name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Dominique Lee,29,0.16699999999999998,0.184,0.7829999999999999,0.146,0.077,0.16699999999999998,2014-15,NorthernColo.
Jeremy Verhagen,13,0.235,0.263,0.833,0.077,0,0,2014-15,NorthernColo.
Tim Huskisson,13,0.1,0.10800000000000001,0.727,0.07400000000000001,0,0,2014-15,NorthernColo.
Cody McDavis,8,0.114,0.111,0.6,0.028999999999999998,0,0,2014-15,NorthernColo.
Corey Spence,4,0.042,0.054000000000000006,0.667,0.067,NA,0,2014-15,NorthernColo.
Tevin Svihovec,3,0.009000000000000001,0,0,0.006,0,0,2014-15,NorthernColo.
Jordan Wilson,2,0,0,NA,0.031,0.04,0.5,2014-15,NorthernColo.
Jon'Te Dotson,2,0.16699999999999998,0.5,1,0,0,NA,2014-15,NorthernColo.
Anthony Johnson,2,0.14300000000000002,0.16699999999999998,1,0.071,0.16699999999999998,1,2014-15,NorthernColo.
Dwight Smith,1,0.125,0.2,1,0,0,NA,2014-15,NorthernColo.
Cameron Michael,1,0,0,NA,0,0,NA,2014-15,NorthernColo.
Total,78,0.094,0.113,0.759,0.032,0.013999999999999999,0.17600000000000002,2014-15,NorthernColo.
