name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Hanner Mosquera-Perea,27,0.175,0.209,0.75,0.068,0.1,0.667,2016-17,ETSU
Tevin Glass,26,0.17,0.191,0.75,0.035,0.111,1,2016-17,ETSU
David Burrell,16,0.2,0.214,0.75,0,0,NA,2016-17,ETSU
A.J. Merriweather,13,0.11,0.14300000000000002,0.778,0.053,0.04,0.33299999999999996,2016-17,ETSU
Isaac Banks,9,0.15,0.163,0.778,0,0,NA,2016-17,ETSU
Desonta Bradford,6,0.055999999999999994,0.035,0.4,0.013999999999999999,0,0,2016-17,ETSU
T.J. Cromer,4,0.025,0.027999999999999997,0.667,0.009000000000000001,0.022000000000000002,1,2016-17,ETSU
Peter Jurkin,3,0.091,0,0,0.2,0,0,2016-17,ETSU
Devontavius Payne,2,0.023,0.042,1,0,0,NA,2016-17,ETSU
Julian Walters,1,0.16699999999999998,0.25,1,0,NA,NA,2016-17,ETSU
Jermaine Long,1,0.024,0.038,1,0,0,NA,2016-17,ETSU
Total,108,0.115,0.133,0.7340000000000001,0.026000000000000002,0.034,0.5,2016-17,ETSU
