shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.37200000000000005,0.541,0.166,0.649,2014-15
2pt Jumpers,0.25,0.31,0.1,0.344,2014-15
3pt Shots,0.37799999999999995,0.32,0.006,0.321,2014-15
