name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Willie Jackson,39,0.192,0.152,0.455,0.047,0.059000000000000004,0.5,2019-20
Luke Knapke,22,0.124,0.151,0.733,0.052000000000000005,0.039,0.33299999999999996,2019-20
Marreon Jackson,7,0.031,0.061,1,0.012,0,0,2019-20
Spencer Littleson,7,0.067,0.034,0.33299999999999996,0.068,0.16699999999999998,0.667,2019-20
Luke Maranka,4,0.14300000000000002,0.182,0.667,0.2,0,0,2019-20
Dylan Alderson,3,0,0,NA,0.091,0.091,0.33299999999999996,2019-20
Keshaun Saunders,2,0.032,0.034,0.5,0,0,NA,2019-20
Donavan Moore,2,0.25,0.4,1,0,NA,NA,2019-20
T.J. Smith,2,0.11800000000000001,0.16699999999999998,1,0,0,NA,2019-20
Gavin Bizeau,1,0,0,NA,0.125,0,0,2019-20
Total,89,0.105,0.109,0.594,0.046,0.047,0.381,2019-20
