shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.354,0.546,0.10800000000000001,0.612,2019-20,Toledo
2pt Jumpers,0.27399999999999997,0.35100000000000003,0.043,0.366,2019-20,Toledo
3pt Shots,0.37200000000000005,0.345,0.006999999999999999,0.34700000000000003,2019-20,Toledo
