name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Murphy Burnatowski,21,0.182,0.159,0.5,0.006,0.013999999999999999,1,2012-13,Colgate
John Brandenburg,13,0.147,0.25,0.8,0.038,0.031,0.33299999999999996,2012-13,Colgate
Brandon James,11,0.175,0.19399999999999998,0.7,0.023,0,0,2012-13,Colgate
Luke Roh,9,0.099,0.049,0.28600000000000003,0.016,0.055999999999999994,1,2012-13,Colgate
Clayton Graham,8,0.25,0.174,0.5710000000000001,0.048,0.2,1,2012-13,Colgate
Damon Sherman-Newsome,5,0.057,0.1,1,0.039,0.055999999999999994,0.5,2012-13,Colgate
Pat Moore,2,0.027999999999999997,0,0,0,0,NA,2012-13,Colgate
Jared Accetturra,1,0.5,1,1,NA,NA,NA,2012-13,Colgate
Mitch Rolls,1,0,0,NA,0,0,NA,2012-13,Colgate
Matt McMullen,1,0.071,0.111,1,0,0,NA,2012-13,Colgate
Total,72,0.114,0.115,0.59,0.016,0.025,0.556,2012-13,Colgate
