shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.38799999999999996,0.584,0.086,0.638,2018-19,NewMexico
2pt Jumpers,0.275,0.38299999999999995,0.057,0.406,2018-19,NewMexico
3pt Shots,0.337,0.355,0.011000000000000001,0.359,2018-19,NewMexico
